season,winner,team_type,team,loss
2007/08,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2007/08,Chennai Super Kings,team1,Kings XI Punjab,Kings XI Punjab
2007/08,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2007/08,Royal Challengers Bangalore,team1,Mumbai Indians,Mumbai Indians
2007/08,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2007/08,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2007/08,Delhi Daredevils,team1,Deccan Chargers,Deccan Chargers
2007/08,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Rajasthan Royals,team1,Deccan Chargers,Deccan Chargers
2007/08,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2007/08,Rajasthan Royals,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2007/08,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Deccan Chargers,team1,Mumbai Indians,Mumbai Indians
2007/08,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2007/08,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2007/08,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2007/08,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2007/08,Kings XI Punjab,team1,Deccan Chargers,Deccan Chargers
2007/08,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2007/08,Delhi Daredevils,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2007/08,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2007/08,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2007/08,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2007/08,Kings XI Punjab,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2007/08,Deccan Chargers,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2007/08,Chennai Super Kings,team1,Delhi Daredevils,Delhi Daredevils
2007/08,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2007/08,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2007/08,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Kolkata Knight Riders,team1,Deccan Chargers,Deccan Chargers
2007/08,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2007/08,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2007/08,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2007/08,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2007/08,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2007/08,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2007/08,Kings XI Punjab,team1,Delhi Daredevils,Delhi Daredevils
2007/08,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2007/08,Mumbai Indians,team1,Deccan Chargers,Deccan Chargers
2007/08,Chennai Super Kings,team1,Kolkata Knight Riders,Kolkata Knight Riders
2007/08,Delhi Daredevils,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2007/08,Rajasthan Royals,team1,Kolkata Knight Riders,Kolkata Knight Riders
2007/08,Kings XI Punjab,team1,Mumbai Indians,Mumbai Indians
2007/08,Royal Challengers Bangalore,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2007/08,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2007/08,Rajasthan Royals,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Royal Challengers Bangalore,team1,Deccan Chargers,Deccan Chargers
2007/08,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2007/08,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2007/08,Chennai Super Kings,team1,Deccan Chargers,Deccan Chargers
2007/08,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2007/08,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2007/08,Rajasthan Royals,team1,Delhi Daredevils,Delhi Daredevils
2007/08,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2007/08,Rajasthan Royals,team1,Chennai Super Kings,Chennai Super Kings
2009,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Kolkata Knight Riders,team1,Kings XI Punjab,Kings XI Punjab
2009,Deccan Chargers,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Delhi Daredevils,team1,Chennai Super Kings,Chennai Super Kings
2009,Rajasthan Royals,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009,Kings XI Punjab,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009,Delhi Daredevils,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2009,Deccan Chargers,team1,Chennai Super Kings,Chennai Super Kings
2009,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009,Rajasthan Royals,team1,Delhi Daredevils,Delhi Daredevils
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2009,Delhi Daredevils,team1,Deccan Chargers,Deccan Chargers
2009,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Rajasthan Royals,team1,Deccan Chargers,Deccan Chargers
2009,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009,Rajasthan Royals,team1,Kings XI Punjab,Kings XI Punjab
2009,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009,Rajasthan Royals,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009,Kings XI Punjab,team1,Deccan Chargers,Deccan Chargers
2009,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2009,Delhi Daredevils,team1,Deccan Chargers,Deccan Chargers
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Rajasthan Royals,team1,Mumbai Indians,Mumbai Indians
2009,Kings XI Punjab,team1,Delhi Daredevils,Delhi Daredevils
2009,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009,Kings XI Punjab,team1,Deccan Chargers,Deccan Chargers
2009,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009,Kolkata Knight Riders,team1,Chennai Super Kings,Chennai Super Kings
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Deccan Chargers,team1,Delhi Daredevils,Delhi Daredevils
2009,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009,Deccan Chargers,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Kolkata Knight Riders,team1,Deccan Chargers,Deccan Chargers
2009/10,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2009/10,Delhi Daredevils,team1,Kings XI Punjab,Kings XI Punjab
2009/10,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009/10,Deccan Chargers,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Delhi Daredevils,team1,Rajasthan Royals,Rajasthan Royals
2009/10,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Chennai Super Kings,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009/10,Mumbai Indians,team1,Delhi Daredevils,Delhi Daredevils
2009/10,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Chennai Super Kings,team1,Delhi Daredevils,Delhi Daredevils
2009/10,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009/10,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2009/10,Royal Challengers Bangalore,team1,Mumbai Indians,Mumbai Indians
2009/10,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009/10,Kings XI Punjab,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2009/10,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Rajasthan Royals,team1,Kings XI Punjab,Kings XI Punjab
2009/10,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Delhi Daredevils,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2009/10,Kolkata Knight Riders,team1,Kings XI Punjab,Kings XI Punjab
2009/10,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2009/10,Mumbai Indians,team1,Deccan Chargers,Deccan Chargers
2009/10,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009/10,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2009/10,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009/10,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009/10,Royal Challengers Bangalore,team1,Kings XI Punjab,Kings XI Punjab
2009/10,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2009/10,Kings XI Punjab,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009/10,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2009/10,Rajasthan Royals,team1,Deccan Chargers,Deccan Chargers
2009/10,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2009/10,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009/10,Deccan Chargers,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2009/10,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009/10,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Kings XI Punjab,team1,Delhi Daredevils,Delhi Daredevils
2009/10,Mumbai Indians,team1,Rajasthan Royals,Rajasthan Royals
2009/10,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2009/10,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2009/10,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Royal Challengers Bangalore,team1,Rajasthan Royals,Rajasthan Royals
2009/10,Delhi Daredevils,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Deccan Chargers,team1,Kings XI Punjab,Kings XI Punjab
2009/10,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009/10,Chennai Super Kings,team1,Kings XI Punjab,Kings XI Punjab
2009/10,Deccan Chargers,team1,Delhi Daredevils,Delhi Daredevils
2009/10,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2009/10,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2009/10,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2009/10,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Rajasthan Royals,team1,Deccan Chargers,Deccan Chargers
2011,Royal Challengers Bangalore,team1,Kochi Tuskers Kerala,Kochi Tuskers Kerala
2011,Mumbai Indians,team1,Delhi Daredevils,Delhi Daredevils
2011,Pune Warriors,team1,Pune Warriors,Pune Warriors
2011,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2011,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2011,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2011,Pune Warriors,team1,Pune Warriors,Pune Warriors
2011,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2011,Kolkata Knight Riders,team1,Rajasthan Royals,Rajasthan Royals
2011,Kochi Tuskers Kerala,team1,Mumbai Indians,Mumbai Indians
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Kings XI Punjab,team1,Deccan Chargers,Deccan Chargers
2011,Delhi Daredevils,team1,Pune Warriors,Pune Warriors
2011,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2011,Kochi Tuskers Kerala,team1,Kochi Tuskers Kerala,Kochi Tuskers Kerala
2011,Deccan Chargers,team1,Delhi Daredevils,Delhi Daredevils
2011,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2011,Kochi Tuskers Kerala,team1,Kolkata Knight Riders,Kolkata Knight Riders
2011,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2011,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2011,Royal Challengers Bangalore,team1,Kolkata Knight Riders,Kolkata Knight Riders
2011,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2011,Mumbai Indians,team1,Deccan Chargers,Deccan Chargers
2011,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2011,Chennai Super Kings,team1,Pune Warriors,Pune Warriors
2011,Deccan Chargers,team1,Kochi Tuskers Kerala,Kochi Tuskers Kerala
2011,Kolkata Knight Riders,team1,Delhi Daredevils,Delhi Daredevils
2011,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2011,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Delhi Daredevils,team1,Kochi Tuskers Kerala,Kochi Tuskers Kerala
2011,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2011,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2011,Kochi Tuskers Kerala,team1,Delhi Daredevils,Delhi Daredevils
2011,Kolkata Knight Riders,team1,Deccan Chargers,Deccan Chargers
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Mumbai Indians,team1,Pune Warriors,Pune Warriors
2011,Kochi Tuskers Kerala,team1,Kochi Tuskers Kerala,Kochi Tuskers Kerala
2011,Delhi Daredevils,team1,Deccan Chargers,Deccan Chargers
2011,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2011,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2011,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Pune Warriors,team1,Kings XI Punjab,Kings XI Punjab
2011,Chennai Super Kings,team1,Rajasthan Royals,Rajasthan Royals
2011,Pune Warriors,team1,Deccan Chargers,Deccan Chargers
2011,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2011,Royal Challengers Bangalore,team1,Rajasthan Royals,Rajasthan Royals
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Kings XI Punjab,team1,Kochi Tuskers Kerala,Kochi Tuskers Kerala
2011,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Deccan Chargers,team1,Mumbai Indians,Mumbai Indians
2011,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2011,Kochi Tuskers Kerala,team1,Kochi Tuskers Kerala,Kochi Tuskers Kerala
2011,Deccan Chargers,team1,Pune Warriors,Pune Warriors
2011,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2011,Kolkata Knight Riders,team1,Pune Warriors,Pune Warriors
2011,Rajasthan Royals,team1,Mumbai Indians,Mumbai Indians
2011,Deccan Chargers,team1,Kings XI Punjab,Kings XI Punjab
2011,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2011,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2011,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2011,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2012,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2012,Delhi Daredevils,team1,Kolkata Knight Riders,Kolkata Knight Riders
2012,Pune Warriors,team1,Mumbai Indians,Mumbai Indians
2012,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2012,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2012,Chennai Super Kings,team1,Deccan Chargers,Deccan Chargers
2012,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2012,Pune Warriors,team1,Pune Warriors,Pune Warriors
2012,Mumbai Indians,team1,Deccan Chargers,Deccan Chargers
2012,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2012,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2012,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2012,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2012,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2012,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2012,Pune Warriors,team1,Pune Warriors,Pune Warriors
2012,Kings XI Punjab,team1,Kolkata Knight Riders,Kolkata Knight Riders
2012,Rajasthan Royals,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2012,Delhi Daredevils,team1,Mumbai Indians,Mumbai Indians
2012,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2012,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2012,Kolkata Knight Riders,team1,Kings XI Punjab,Kings XI Punjab
2012,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2012,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2012,Royal Challengers Bangalore,team1,Kings XI Punjab,Kings XI Punjab
2012,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2012,Pune Warriors,team1,Delhi Daredevils,Delhi Daredevils
2012,Kings XI Punjab,team1,Mumbai Indians,Mumbai Indians
2012,Kolkata Knight Riders,team1,Deccan Chargers,Deccan Chargers
2012,Royal Challengers Bangalore,team1,Rajasthan Royals,Rajasthan Royals
2012,Delhi Daredevils,team1,Pune Warriors,Pune Warriors
2012,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2012,Deccan Chargers,team1,Pune Warriors,Pune Warriors
2012,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2012,Kings XI Punjab,team1,Chennai Super Kings,Chennai Super Kings
2012,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2012,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2012,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2012,Kolkata Knight Riders,team1,Chennai Super Kings,Chennai Super Kings
2012,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2012,Delhi Daredevils,team1,Rajasthan Royals,Rajasthan Royals
2012,Kings XI Punjab,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2012,Mumbai Indians,team1,Pune Warriors,Pune Warriors
2012,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2012,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2012,Rajasthan Royals,team1,Kings XI Punjab,Kings XI Punjab
2012,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2012,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2012,Kolkata Knight Riders,team1,Delhi Daredevils,Delhi Daredevils
2012,Rajasthan Royals,team1,Pune Warriors,Pune Warriors
2012,Kings XI Punjab,team1,Deccan Chargers,Deccan Chargers
2012,Royal Challengers Bangalore,team1,Mumbai Indians,Mumbai Indians
2012,Delhi Daredevils,team1,Deccan Chargers,Deccan Chargers
2012,Chennai Super Kings,team1,Rajasthan Royals,Rajasthan Royals
2012,Royal Challengers Bangalore,team1,Pune Warriors,Pune Warriors
2012,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2012,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2012,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2012,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2012,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2012,Chennai Super Kings,team1,Kolkata Knight Riders,Kolkata Knight Riders
2012,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2012,Kolkata Knight Riders,team1,Mumbai Indians,Mumbai Indians
2012,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2012,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2012,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2012,Delhi Daredevils,team1,Kings XI Punjab,Kings XI Punjab
2012,Kolkata Knight Riders,team1,Pune Warriors,Pune Warriors
2012,Deccan Chargers,team1,Deccan Chargers,Deccan Chargers
2012,Mumbai Indians,team1,Rajasthan Royals,Rajasthan Royals
2012,Kolkata Knight Riders,team1,Delhi Daredevils,Delhi Daredevils
2012,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2012,Chennai Super Kings,team1,Delhi Daredevils,Delhi Daredevils
2012,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Rajasthan Royals,team1,Delhi Daredevils,Delhi Daredevils
2013,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2013,Kings XI Punjab,team1,Pune Warriors,Pune Warriors
2013,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Chennai Super Kings,team1,Kings XI Punjab,Kings XI Punjab
2013,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Pune Warriors,team1,Pune Warriors,Pune Warriors
2013,Sunrisers Hyderabad,team1,Delhi Daredevils,Delhi Daredevils
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2013,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Pune Warriors,team1,Chennai Super Kings,Chennai Super Kings
2013,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2013,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Sunrisers Hyderabad,team1,Pune Warriors,Pune Warriors
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Chennai Super Kings,team1,Delhi Daredevils,Delhi Daredevils
2013,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Chennai Super Kings,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2013,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2013,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2013,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Kings XI Punjab,team1,Delhi Daredevils,Delhi Daredevils
2013,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2013,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2013,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Chennai Super Kings,team1,Pune Warriors,Pune Warriors
2013,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2013,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2013,Royal Challengers Bangalore,team1,Pune Warriors,Pune Warriors
2013,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
