season,winner,team_type,team,loss
2014,Kings XI Punjab,team2,Chennai Super Kings,True
2014,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2014,Kings XI Punjab,team2,Kings XI Punjab,False
2014,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2014,Chennai Super Kings,team2,Chennai Super Kings,False
2014,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2014,Rajasthan Royals,team2,Rajasthan Royals,False
2014,Mumbai Indians,team2,Mumbai Indians,False
2014,Chennai Super Kings,team2,Rajasthan Royals,True
2014,Royal Challengers Bangalore,team2,Delhi Daredevils,True
2014,Kings XI Punjab,team2,Kings XI Punjab,False
2014,Kolkata Knight Riders,team2,Mumbai Indians,True
2014,Rajasthan Royals,team2,Delhi Daredevils,True
2014,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2014,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2014,Mumbai Indians,team2,Mumbai Indians,False
2014,Kings XI Punjab,team2,Kings XI Punjab,False
2014,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,True
2014,Kolkata Knight Riders,team2,Chennai Super Kings,True
2014,Mumbai Indians,team2,Mumbai Indians,False
2014,Kolkata Knight Riders,team2,Royal Challengers Bangalore,True
2014,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2014,Mumbai Indians,team2,Delhi Daredevils,True
2014,Kings XI Punjab,team2,Rajasthan Royals,True
2014,Chennai Super Kings,team2,Chennai Super Kings,False
2014,Kolkata Knight Riders,team2,Sunrisers Hyderabad,True
2014,Kings XI Punjab,team2,Delhi Daredevils,True
2014,Mumbai Indians,team2,Rajasthan Royals,True
2014,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2014,Chennai Super Kings,team2,Mumbai Indians,True
2014,Kings XI Punjab,team2,Kings XI Punjab,False
2014,Kolkata Knight Riders,team2,Kings XI Punjab,True
2015,Kolkata Knight Riders,team2,Mumbai Indians,True
2015,Chennai Super Kings,team2,Delhi Daredevils,True
2015,Rajasthan Royals,team2,Rajasthan Royals,False
2015,Chennai Super Kings,team2,Sunrisers Hyderabad,True
2015,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2015,Rajasthan Royals,team2,Rajasthan Royals,False
2015,Kings XI Punjab,team2,Kings XI Punjab,False
2015,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2015,Rajasthan Royals,team2,Mumbai Indians,True
2015,Delhi Daredevils,team2,Delhi Daredevils,False
2015,Rajasthan Royals,team2,Rajasthan Royals,False
2015,Chennai Super Kings,team2,Chennai Super Kings,False
2015,Delhi Daredevils,team2,Delhi Daredevils,False
2015,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2015,Rajasthan Royals,team2,Chennai Super Kings,True
2015,Mumbai Indians,team2,Mumbai Indians,False
2015,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2015,Kings XI Punjab,team2,Kings XI Punjab,False
2015,Sunrisers Hyderabad,team2,Kolkata Knight Riders,True
2015,Chennai Super Kings,team2,Chennai Super Kings,False
2015,Delhi Daredevils,team2,Mumbai Indians,True
2015,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2015,Mumbai Indians,team2,Sunrisers Hyderabad,True
2015,Chennai Super Kings,team2,Kings XI Punjab,True
2015,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2015,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2015,Chennai Super Kings,team2,Kolkata Knight Riders,True
2015,Kolkata Knight Riders,team2,Chennai Super Kings,True
2015,Delhi Daredevils,team2,Kings XI Punjab,True
2015,Mumbai Indians,team2,Rajasthan Royals,True
2015,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2015,Sunrisers Hyderabad,team2,Chennai Super Kings,True
2015,Mumbai Indians,team2,Mumbai Indians,False
2015,Rajasthan Royals,team2,Delhi Daredevils,True
2015,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2015,Kolkata Knight Riders,team2,Sunrisers Hyderabad,True
2015,Mumbai Indians,team2,Delhi Daredevils,True
2015,Royal Challengers Bangalore,team2,Kings XI Punjab,True
2015,Kolkata Knight Riders,team2,Delhi Daredevils,True
2015,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2015,Mumbai Indians,team2,Mumbai Indians,False
2015,Kolkata Knight Riders,team2,Kings XI Punjab,True
2015,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2015,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2015,Chennai Super Kings,team2,Rajasthan Royals,True
2015,Sunrisers Hyderabad,team2,Kings XI Punjab,True
2015,Delhi Daredevils,team2,Chennai Super Kings,True
2015,Kings XI Punjab,team2,Royal Challengers Bangalore,True
2015,Mumbai Indians,team2,Kolkata Knight Riders,True
2015,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2015,Chennai Super Kings,team2,Chennai Super Kings,False
2015,Rajasthan Royals,team2,Kolkata Knight Riders,True
2015,Mumbai Indians,team2,Mumbai Indians,False
2015,Mumbai Indians,team2,Mumbai Indians,False
2015,Royal Challengers Bangalore,team2,Rajasthan Royals,True
2015,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2015,Mumbai Indians,team2,Chennai Super Kings,True
2016,Rising Pune Supergiants,team2,Rising Pune Supergiants,False
2016,Kolkata Knight Riders,team2,Delhi Daredevils,True
2016,Gujarat Lions,team2,Gujarat Lions,False
2016,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,True
2016,Mumbai Indians,team2,Mumbai Indians,False
2016,Gujarat Lions,team2,Rising Pune Supergiants,True
2016,Delhi Daredevils,team2,Kings XI Punjab,True
2016,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2016,Gujarat Lions,team2,Gujarat Lions,False
2016,Kings XI Punjab,team2,Rising Pune Supergiants,True
2016,Delhi Daredevils,team2,Delhi Daredevils,False
2016,Sunrisers Hyderabad,team2,Mumbai Indians,True
2016,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2016,Mumbai Indians,team2,Royal Challengers Bangalore,True
2016,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2016,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2016,Delhi Daredevils,team2,Mumbai Indians,True
2016,Sunrisers Hyderabad,team2,Kings XI Punjab,True
2016,Gujarat Lions,team2,Royal Challengers Bangalore,True
2016,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2016,Mumbai Indians,team2,Mumbai Indians,False
2016,Rising Pune Supergiants,team2,Rising Pune Supergiants,False
2016,Gujarat Lions,team2,Gujarat Lions,False
2016,Mumbai Indians,team2,Kolkata Knight Riders,True
2016,Gujarat Lions,team2,Gujarat Lions,False
2016,Delhi Daredevils,team2,Kolkata Knight Riders,True
2016,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,True
2016,Kings XI Punjab,team2,Kings XI Punjab,False
2016,Mumbai Indians,team2,Mumbai Indians,False
2016,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2016,Delhi Daredevils,team2,Delhi Daredevils,False
2016,Kolkata Knight Riders,team2,Kings XI Punjab,True
2016,Rising Pune Supergiants,team2,Rising Pune Supergiants,False
2016,Sunrisers Hyderabad,team2,Gujarat Lions,True
2016,Royal Challengers Bangalore,team2,Rising Pune Supergiants,True
2016,Kings XI Punjab,team2,Delhi Daredevils,True
2016,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2016,Gujarat Lions,team2,Gujarat Lions,False
2016,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2016,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2016,Mumbai Indians,team2,Mumbai Indians,False
2016,Delhi Daredevils,team2,Delhi Daredevils,False
2016,Kings XI Punjab,team2,Kings XI Punjab,False
2016,Royal Challengers Bangalore,team2,Gujarat Lions,True
2016,Kolkata Knight Riders,team2,Rising Pune Supergiants,True
2016,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2016,Mumbai Indians,team2,Delhi Daredevils,True
2016,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2016,Rising Pune Supergiants,team2,Delhi Daredevils,True
2016,Royal Challengers Bangalore,team2,Kings XI Punjab,True
2016,Gujarat Lions,team2,Kolkata Knight Riders,True
2016,Delhi Daredevils,team2,Sunrisers Hyderabad,True
2016,Rising Pune Supergiants,team2,Kings XI Punjab,True
2016,Gujarat Lions,team2,Mumbai Indians,True
2016,Kolkata Knight Riders,team2,Sunrisers Hyderabad,True
2016,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2016,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2016,Sunrisers Hyderabad,team2,Kolkata Knight Riders,True
2016,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2016,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2017,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,True
2017,Rising Pune Supergiant,team2,Mumbai Indians,True
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2017,Kings XI Punjab,team2,Rising Pune Supergiant,True
2017,Royal Challengers Bangalore,team2,Delhi Daredevils,True
2017,Sunrisers Hyderabad,team2,Gujarat Lions,True
2017,Mumbai Indians,team2,Kolkata Knight Riders,True
2017,Kings XI Punjab,team2,Royal Challengers Bangalore,True
2017,Delhi Daredevils,team2,Delhi Daredevils,False
2017,Mumbai Indians,team2,Sunrisers Hyderabad,True
2017,Kolkata Knight Riders,team2,Kings XI Punjab,True
2017,Mumbai Indians,team2,Mumbai Indians,False
2017,Gujarat Lions,team2,Rising Pune Supergiant,True
2017,Kolkata Knight Riders,team2,Sunrisers Hyderabad,True
2017,Delhi Daredevils,team2,Kings XI Punjab,True
2017,Mumbai Indians,team2,Gujarat Lions,True
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,False
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2017,Sunrisers Hyderabad,team2,Kings XI Punjab,True
2017,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2017,Sunrisers Hyderabad,team2,Delhi Daredevils,True
2017,Mumbai Indians,team2,Mumbai Indians,False
2017,Gujarat Lions,team2,Gujarat Lions,False
2017,Mumbai Indians,team2,Delhi Daredevils,True
2017,Rising Pune Supergiant,team2,Sunrisers Hyderabad,True
2017,Kings XI Punjab,team2,Kings XI Punjab,False
2017,Kolkata Knight Riders,team2,Royal Challengers Bangalore,True
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,False
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2017,Gujarat Lions,team2,Gujarat Lions,False
2017,Kolkata Knight Riders,team2,Delhi Daredevils,True
2017,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2017,Rising Pune Supergiant,team2,Royal Challengers Bangalore,True
2017,Mumbai Indians,team2,Mumbai Indians,False
2017,Kings XI Punjab,team2,Delhi Daredevils,True
2017,Sunrisers Hyderabad,team2,Kolkata Knight Riders,True
2017,Mumbai Indians,team2,Royal Challengers Bangalore,True
2017,Rising Pune Supergiant,team2,Gujarat Lions,True
2017,Delhi Daredevils,team2,Sunrisers Hyderabad,True
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,False
2017,Delhi Daredevils,team2,Gujarat Lions,True
2017,Kings XI Punjab,team2,Kings XI Punjab,False
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,False
2017,Mumbai Indians,team2,Mumbai Indians,False
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2017,Gujarat Lions,team2,Gujarat Lions,False
2017,Sunrisers Hyderabad,team2,Mumbai Indians,True
2017,Kings XI Punjab,team2,Kolkata Knight Riders,True
2017,Delhi Daredevils,team2,Delhi Daredevils,False
2017,Kings XI Punjab,team2,Kings XI Punjab,False
2017,Delhi Daredevils,team2,Rising Pune Supergiant,True
2017,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2017,Mumbai Indians,team2,Mumbai Indians,False
2017,Rising Pune Supergiant,team2,Kings XI Punjab,True
2017,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,False
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2017,Mumbai Indians,team2,Kolkata Knight Riders,True
2017,Mumbai Indians,team2,Rising Pune Supergiant,True
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2018,Kings XI Punjab,team2,Kings XI Punjab,False
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2018,Rajasthan Royals,team2,Delhi Daredevils,True
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2018,Delhi Daredevils,team2,Delhi Daredevils,False
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2018,Rajasthan Royals,team2,Royal Challengers Bangalore,True
2018,Kings XI Punjab,team2,Chennai Super Kings,True
2018,Kolkata Knight Riders,team2,Delhi Daredevils,True
2018,Mumbai Indians,team2,Royal Challengers Bangalore,True
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2018,Kings XI Punjab,team2,Sunrisers Hyderabad,True
2018,Chennai Super Kings,team2,Rajasthan Royals,True
2018,Kings XI Punjab,team2,Kings XI Punjab,False
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2018,Chennai Super Kings,team2,Sunrisers Hyderabad,True
2018,Rajasthan Royals,team2,Rajasthan Royals,False
2018,Kings XI Punjab,team2,Delhi Daredevils,True
2018,Sunrisers Hyderabad,team2,Mumbai Indians,True
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2018,Sunrisers Hyderabad,team2,Kings XI Punjab,True
2018,Delhi Daredevils,team2,Kolkata Knight Riders,True
2018,Mumbai Indians,team2,Mumbai Indians,False
2018,Sunrisers Hyderabad,team2,Rajasthan Royals,True
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2018,Chennai Super Kings,team2,Delhi Daredevils,True
2018,Royal Challengers Bangalore,team2,Mumbai Indians,True
2018,Delhi Daredevils,team2,Rajasthan Royals,True
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2018,Mumbai Indians,team2,Mumbai Indians,False
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2018,Mumbai Indians,team2,Kolkata Knight Riders,True
2018,Kings XI Punjab,team2,Kings XI Punjab,False
2018,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,True
2018,Rajasthan Royals,team2,Kings XI Punjab,True
2018,Mumbai Indians,team2,Kolkata Knight Riders,True
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2018,Rajasthan Royals,team2,Rajasthan Royals,False
2018,Kolkata Knight Riders,team2,Kings XI Punjab,True
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2018,Rajasthan Royals,team2,Rajasthan Royals,False
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2018,Mumbai Indians,team2,Kings XI Punjab,True
2018,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,True
2018,Delhi Daredevils,team2,Chennai Super Kings,True
2018,Rajasthan Royals,team2,Royal Challengers Bangalore,True
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2018,Delhi Daredevils,team2,Mumbai Indians,True
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2018,Kolkata Knight Riders,team2,Rajasthan Royals,True
2018,Sunrisers Hyderabad,team2,Kolkata Knight Riders,True
2018,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2019,Delhi Capitals,team2,Mumbai Indians,True
2019,Kings XI Punjab,team2,Rajasthan Royals,True
2019,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Kolkata Knight Riders,team2,Kings XI Punjab,True
2019,Mumbai Indians,team2,Royal Challengers Bangalore,True
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2019,Kings XI Punjab,team2,Kings XI Punjab,False
2019,Delhi Capitals,team2,Delhi Capitals,False
2019,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,True
2019,Chennai Super Kings,team2,Rajasthan Royals,True
2019,Kings XI Punjab,team2,Delhi Capitals,True
2019,Rajasthan Royals,team2,Rajasthan Royals,False
2019,Mumbai Indians,team2,Chennai Super Kings,True
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2019,Chennai Super Kings,team2,Kings XI Punjab,True
2019,Mumbai Indians,team2,Sunrisers Hyderabad,True
2019,Delhi Capitals,team2,Delhi Capitals,False
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2019,Kings XI Punjab,team2,Kings XI Punjab,False
2019,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Mumbai Indians,team2,Mumbai Indians,False
2019,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Delhi Capitals,team2,Delhi Capitals,False
2019,Rajasthan Royals,team2,Rajasthan Royals,False
2019,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2019,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Delhi Capitals,team2,Sunrisers Hyderabad,True
2019,Mumbai Indians,team2,Mumbai Indians,False
2019,Kings XI Punjab,team2,Rajasthan Royals,True
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2019,Mumbai Indians,team2,Delhi Capitals,True
2019,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2019,Rajasthan Royals,team2,Rajasthan Royals,False
2019,Delhi Capitals,team2,Delhi Capitals,False
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2019,Royal Challengers Bangalore,team2,Chennai Super Kings,True
2019,Delhi Capitals,team2,Delhi Capitals,False
2019,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Royal Challengers Bangalore,team2,Kings XI Punjab,True
2019,Rajasthan Royals,team2,Rajasthan Royals,False
2019,Mumbai Indians,team2,Chennai Super Kings,True
2019,Rajasthan Royals,team2,Rajasthan Royals,False
2019,Delhi Capitals,team2,Royal Challengers Bangalore,True
2019,Kolkata Knight Riders,team2,Mumbai Indians,True
2019,Sunrisers Hyderabad,team2,Kings XI Punjab,True
2019,Chennai Super Kings,team2,Delhi Capitals,True
2019,Mumbai Indians,team2,Sunrisers Hyderabad,True
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2019,Delhi Capitals,team2,Delhi Capitals,False
2019,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2019,Kings XI Punjab,team2,Kings XI Punjab,False
2019,Mumbai Indians,team2,Mumbai Indians,False
2019,Mumbai Indians,team2,Mumbai Indians,False
2019,Delhi Capitals,team2,Delhi Capitals,False
2019,Chennai Super Kings,team2,Chennai Super Kings,False
2019,Mumbai Indians,team2,Chennai Super Kings,True
2020/21,Chennai Super Kings,team2,Chennai Super Kings,False
2020/21,Delhi Capitals,team2,Kings XI Punjab,True
2020/21,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,True
2020/21,Rajasthan Royals,team2,Chennai Super Kings,True
2020/21,Mumbai Indians,team2,Kolkata Knight Riders,True
2020/21,Kings XI Punjab,team2,Royal Challengers Bangalore,True
2020/21,Delhi Capitals,team2,Chennai Super Kings,True
2020/21,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2020/21,Rajasthan Royals,team2,Rajasthan Royals,False
2020/21,Royal Challengers Bangalore,team2,Mumbai Indians,True
2020/21,Sunrisers Hyderabad,team2,Delhi Capitals,True
2020/21,Kolkata Knight Riders,team2,Rajasthan Royals,True
2020/21,Mumbai Indians,team2,Kings XI Punjab,True
2020/21,Sunrisers Hyderabad,team2,Chennai Super Kings,True
2020/21,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2020/21,Delhi Capitals,team2,Kolkata Knight Riders,True
2020/21,Chennai Super Kings,team2,Chennai Super Kings,False
2020/21,Mumbai Indians,team2,Sunrisers Hyderabad,True
2020/21,Delhi Capitals,team2,Royal Challengers Bangalore,True
2020/21,Mumbai Indians,team2,Rajasthan Royals,True
2020/21,Kolkata Knight Riders,team2,Chennai Super Kings,True
2020/21,Sunrisers Hyderabad,team2,Kings XI Punjab,True
2020/21,Delhi Capitals,team2,Rajasthan Royals,True
2020/21,Kolkata Knight Riders,team2,Kings XI Punjab,True
2020/21,Royal Challengers Bangalore,team2,Chennai Super Kings,True
2020/21,Rajasthan Royals,team2,Rajasthan Royals,False
2020/21,Mumbai Indians,team2,Mumbai Indians,False
2020/21,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2020/21,Chennai Super Kings,team2,Sunrisers Hyderabad,True
2020/21,Delhi Capitals,team2,Rajasthan Royals,True
2020/21,Kings XI Punjab,team2,Kings XI Punjab,False
2020/21,Mumbai Indians,team2,Mumbai Indians,False
2020/21,Delhi Capitals,team2,Delhi Capitals,False
2020/21,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2020/21,Kolkata Knight Riders,team2,Sunrisers Hyderabad,True
2020/21,Kings XI Punjab,team2,Kings XI Punjab,False
2020/21,Rajasthan Royals,team2,Rajasthan Royals,False
2020/21,Kings XI Punjab,team2,Kings XI Punjab,False
2020/21,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2020/21,Mumbai Indians,team2,Mumbai Indians,False
2020/21,Kolkata Knight Riders,team2,Delhi Capitals,True
2020/21,Kings XI Punjab,team2,Sunrisers Hyderabad,True
2020/21,Rajasthan Royals,team2,Rajasthan Royals,False
2020/21,Chennai Super Kings,team2,Chennai Super Kings,False
2020/21,Kings XI Punjab,team2,Kings XI Punjab,False
2020/21,Sunrisers Hyderabad,team2,Delhi Capitals,True
2020/21,Mumbai Indians,team2,Mumbai Indians,False
2020/21,Chennai Super Kings,team2,Chennai Super Kings,False
2020/21,Rajasthan Royals,team2,Rajasthan Royals,False
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2020/21,Mumbai Indians,team2,Mumbai Indians,False
2020/21,Chennai Super Kings,team2,Chennai Super Kings,False
2020/21,Kolkata Knight Riders,team2,Rajasthan Royals,True
2020/21,Delhi Capitals,team2,Delhi Capitals,False
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2020/21,Mumbai Indians,team2,Delhi Capitals,True
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2020/21,Delhi Capitals,team2,Sunrisers Hyderabad,True
2020/21,Mumbai Indians,team2,Mumbai Indians,False
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Kolkata Knight Riders,team2,Sunrisers Hyderabad,True
2021,Punjab Kings,team2,Rajasthan Royals,True
2021,Mumbai Indians,team2,Kolkata Knight Riders,True
2021,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,True
2021,Rajasthan Royals,team2,Rajasthan Royals,False
2021,Chennai Super Kings,team2,Chennai Super Kings,False
2021,Mumbai Indians,team2,Sunrisers Hyderabad,True
2021,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Chennai Super Kings,team2,Rajasthan Royals,True
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2021,Chennai Super Kings,team2,Kolkata Knight Riders,True
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2021,Punjab Kings,team2,Punjab Kings,False
2021,Rajasthan Royals,team2,Rajasthan Royals,False
2021,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2021,Delhi Capitals,team2,Sunrisers Hyderabad,True
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2021,Royal Challengers Bangalore,team2,Delhi Capitals,True
2021,Chennai Super Kings,team2,Chennai Super Kings,False
2021,Mumbai Indians,team2,Mumbai Indians,False
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Punjab Kings,team2,Royal Challengers Bangalore,True
2021,Mumbai Indians,team2,Mumbai Indians,False
2021,Rajasthan Royals,team2,Sunrisers Hyderabad,True
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Chennai Super Kings,team2,Mumbai Indians,True
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2021,Rajasthan Royals,team2,Punjab Kings,True
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2021,Chennai Super Kings,team2,Chennai Super Kings,False
2021,Delhi Capitals,team2,Rajasthan Royals,True
2021,Punjab Kings,team2,Sunrisers Hyderabad,True
2021,Chennai Super Kings,team2,Chennai Super Kings,False
2021,Royal Challengers Bangalore,team2,Mumbai Indians,True
2021,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2021,Mumbai Indians,team2,Mumbai Indians,False
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2021,Chennai Super Kings,team2,Chennai Super Kings,False
2021,Punjab Kings,team2,Punjab Kings,False
2021,Rajasthan Royals,team2,Rajasthan Royals,False
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Royal Challengers Bangalore,team2,Punjab Kings,True
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2021,Delhi Capitals,team2,Delhi Capitals,False
2021,Mumbai Indians,team2,Mumbai Indians,False
2021,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,True
2021,Punjab Kings,team2,Punjab Kings,False
2021,Kolkata Knight Riders,team2,Rajasthan Royals,True
2021,Mumbai Indians,team2,Sunrisers Hyderabad,True
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2021,Chennai Super Kings,team2,Chennai Super Kings,False
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2021,Chennai Super Kings,team2,Kolkata Knight Riders,True
2022,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2022,Delhi Capitals,team2,Delhi Capitals,False
2022,Punjab Kings,team2,Punjab Kings,False
2022,Gujarat Titans,team2,Gujarat Titans,False
2022,Rajasthan Royals,team2,Sunrisers Hyderabad,True
2022,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2022,Lucknow Super Giants,team2,Lucknow Super Giants,False
2022,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2022,Rajasthan Royals,team2,Mumbai Indians,True
2022,Gujarat Titans,team2,Delhi Capitals,True
2022,Punjab Kings,team2,Chennai Super Kings,True
2022,Lucknow Super Giants,team2,Sunrisers Hyderabad,True
2022,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2022,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2022,Lucknow Super Giants,team2,Lucknow Super Giants,False
2022,Gujarat Titans,team2,Gujarat Titans,False
2022,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2022,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2022,Delhi Capitals,team2,Kolkata Knight Riders,True
2022,Rajasthan Royals,team2,Lucknow Super Giants,True
