season,winner,team_type,team,loss
2024,Chennai Super Kings,team1,Kolkata Knight Riders,True
2024,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,False
2024,Gujarat Titans,team1,Rajasthan Royals,True
2024,Mumbai Indians,team1,Royal Challengers Bengaluru,True
2024,Delhi Capitals,team1,Lucknow Super Giants,True
2024,Rajasthan Royals,team1,Punjab Kings,True
2024,Kolkata Knight Riders,team1,Lucknow Super Giants,True
2024,Chennai Super Kings,team1,Chennai Super Kings,False
2024,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,False
2024,Rajasthan Royals,team1,Kolkata Knight Riders,True
2024,Delhi Capitals,team1,Gujarat Titans,True
2024,Mumbai Indians,team1,Mumbai Indians,False
2024,Lucknow Super Giants,team1,Chennai Super Kings,True
2024,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,False
2024,Kolkata Knight Riders,team1,Kolkata Knight Riders,False
2024,Gujarat Titans,team1,Punjab Kings,True
2024,Rajasthan Royals,team1,Mumbai Indians,True
2024,Lucknow Super Giants,team1,Chennai Super Kings,True
2024,Delhi Capitals,team1,Delhi Capitals,False
2024,Royal Challengers Bengaluru,team1,Royal Challengers Bengaluru,False
2024,Punjab Kings,team1,Kolkata Knight Riders,True
2024,Delhi Capitals,team1,Delhi Capitals,False
2024,Rajasthan Royals,team1,Lucknow Super Giants,True
2024,Royal Challengers Bengaluru,team1,Gujarat Titans,True
2024,Chennai Super Kings,team1,Chennai Super Kings,False
2024,Kolkata Knight Riders,team1,Delhi Capitals,True
2024,Lucknow Super Giants,team1,Mumbai Indians,True
2024,Punjab Kings,team1,Chennai Super Kings,True
2024,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,False
2024,Kolkata Knight Riders,team1,Kolkata Knight Riders,False
2024,Royal Challengers Bengaluru,team1,Gujarat Titans,True
2024,Chennai Super Kings,team1,Chennai Super Kings,False
2024,Kolkata Knight Riders,team1,Kolkata Knight Riders,False
2024,Mumbai Indians,team1,Sunrisers Hyderabad,True
2024,Delhi Capitals,team1,Delhi Capitals,False
2024,Sunrisers Hyderabad,team1,Lucknow Super Giants,True
2024,Royal Challengers Bengaluru,team1,Royal Challengers Bengaluru,False
2024,Gujarat Titans,team1,Gujarat Titans,False
2024,Kolkata Knight Riders,team1,Kolkata Knight Riders,False
2024,Chennai Super Kings,team1,Rajasthan Royals,True
2024,Royal Challengers Bengaluru,team1,Royal Challengers Bengaluru,False
2024,Delhi Capitals,team1,Delhi Capitals,False
2024,Punjab Kings,team1,Rajasthan Royals,True
2024,Lucknow Super Giants,team1,Lucknow Super Giants,False
2024,Royal Challengers Bengaluru,team1,Royal Challengers Bengaluru,False
2024,Sunrisers Hyderabad,team1,Punjab Kings,True
2024,Kolkata Knight Riders,team1,Sunrisers Hyderabad,True
2024,Rajasthan Royals,team1,Royal Challengers Bengaluru,True
2024,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,False
2024,Kolkata Knight Riders,team1,Sunrisers Hyderabad,True
2007/08,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2007/08,Chennai Super Kings,team2,Chennai Super Kings,False
2007/08,Delhi Daredevils,team2,Rajasthan Royals,True
2007/08,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2007/08,Kolkata Knight Riders,team2,Deccan Chargers,True
2007/08,Rajasthan Royals,team2,Kings XI Punjab,True
2007/08,Delhi Daredevils,team2,Delhi Daredevils,False
2007/08,Chennai Super Kings,team2,Mumbai Indians,True
2007/08,Rajasthan Royals,team2,Rajasthan Royals,False
2007/08,Kings XI Punjab,team2,Mumbai Indians,True
2007/08,Rajasthan Royals,team2,Rajasthan Royals,False
2007/08,Chennai Super Kings,team2,Kolkata Knight Riders,True
2007/08,Deccan Chargers,team2,Deccan Chargers,False
2007/08,Kings XI Punjab,team2,Delhi Daredevils,True
2007/08,Chennai Super Kings,team2,Chennai Super Kings,False
2007/08,Mumbai Indians,team2,Mumbai Indians,False
2007/08,Delhi Daredevils,team2,Royal Challengers Bangalore,True
2007/08,Kings XI Punjab,team2,Kings XI Punjab,False
2007/08,Rajasthan Royals,team2,Kolkata Knight Riders,True
2007/08,Delhi Daredevils,team2,Delhi Daredevils,False
2007/08,Kings XI Punjab,team2,Kolkata Knight Riders,True
2007/08,Royal Challengers Bangalore,team2,Deccan Chargers,True
2007/08,Mumbai Indians,team2,Delhi Daredevils,True
2007/08,Rajasthan Royals,team2,Chennai Super Kings,True
2007/08,Kings XI Punjab,team2,Kings XI Punjab,False
2007/08,Deccan Chargers,team2,Deccan Chargers,False
2007/08,Mumbai Indians,team2,Rajasthan Royals,True
2007/08,Chennai Super Kings,team2,Chennai Super Kings,False
2007/08,Kolkata Knight Riders,team2,Royal Challengers Bangalore,True
2007/08,Rajasthan Royals,team2,Deccan Chargers,True
2007/08,Chennai Super Kings,team2,Kings XI Punjab,True
2007/08,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2007/08,Rajasthan Royals,team2,Delhi Daredevils,True
2007/08,Kings XI Punjab,team2,Royal Challengers Bangalore,True
2007/08,Kolkata Knight Riders,team2,Delhi Daredevils,True
2007/08,Mumbai Indians,team2,Chennai Super Kings,True
2007/08,Delhi Daredevils,team2,Deccan Chargers,True
2007/08,Mumbai Indians,team2,Kolkata Knight Riders,True
2007/08,Kings XI Punjab,team2,Kings XI Punjab,False
2007/08,Rajasthan Royals,team2,Royal Challengers Bangalore,True
2007/08,Mumbai Indians,team2,Mumbai Indians,False
2007/08,Chennai Super Kings,team2,Chennai Super Kings,False
2007/08,Delhi Daredevils,team2,Delhi Daredevils,False
2007/08,Rajasthan Royals,team2,Rajasthan Royals,False
2007/08,Kings XI Punjab,team2,Kings XI Punjab,False
2007/08,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2007/08,Kings XI Punjab,team2,Deccan Chargers,True
2007/08,Delhi Daredevils,team2,Mumbai Indians,True
2007/08,Rajasthan Royals,team2,Rajasthan Royals,False
2007/08,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2007/08,Kolkata Knight Riders,team2,Kings XI Punjab,True
2007/08,Rajasthan Royals,team2,Mumbai Indians,True
2007/08,Chennai Super Kings,team2,Chennai Super Kings,False
2007/08,Mumbai Indians,team2,Mumbai Indians,False
2007/08,Kings XI Punjab,team2,Rajasthan Royals,True
2007/08,Rajasthan Royals,team2,Rajasthan Royals,False
2007/08,Chennai Super Kings,team2,Kings XI Punjab,True
2007/08,Rajasthan Royals,team2,Rajasthan Royals,False
2009,Mumbai Indians,team2,Mumbai Indians,False
2009,Royal Challengers Bangalore,team2,Rajasthan Royals,True
2009,Delhi Daredevils,team2,Kings XI Punjab,True
2009,Deccan Chargers,team2,Kolkata Knight Riders,True
2009,Chennai Super Kings,team2,Chennai Super Kings,False
2009,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2009,Deccan Chargers,team2,Deccan Chargers,False
2009,Delhi Daredevils,team2,Delhi Daredevils,False
2009,Rajasthan Royals,team2,Rajasthan Royals,False
2009,Kings XI Punjab,team2,Kings XI Punjab,False
2009,Deccan Chargers,team2,Mumbai Indians,True
2009,Delhi Daredevils,team2,Delhi Daredevils,False
2009,Kings XI Punjab,team2,Rajasthan Royals,True
2009,Deccan Chargers,team2,Deccan Chargers,False
2009,Mumbai Indians,team2,Mumbai Indians,False
2009,Rajasthan Royals,team2,Rajasthan Royals,False
2009,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2009,Kings XI Punjab,team2,Mumbai Indians,True
2009,Delhi Daredevils,team2,Delhi Daredevils,False
2009,Chennai Super Kings,team2,Rajasthan Royals,True
2009,Mumbai Indians,team2,Mumbai Indians,False
2009,Royal Challengers Bangalore,team2,Kings XI Punjab,True
2009,Rajasthan Royals,team2,Rajasthan Royals,False
2009,Chennai Super Kings,team2,Delhi Daredevils,True
2009,Kings XI Punjab,team2,Kolkata Knight Riders,True
2009,Royal Challengers Bangalore,team2,Mumbai Indians,True
2009,Chennai Super Kings,team2,Deccan Chargers,True
2009,Rajasthan Royals,team2,Rajasthan Royals,False
2009,Delhi Daredevils,team2,Kolkata Knight Riders,True
2009,Deccan Chargers,team2,Mumbai Indians,True
2009,Rajasthan Royals,team2,Rajasthan Royals,False
2009,Chennai Super Kings,team2,Kings XI Punjab,True
2009,Delhi Daredevils,team2,Mumbai Indians,True
2009,Kings XI Punjab,team2,Kings XI Punjab,False
2009,Chennai Super Kings,team2,Rajasthan Royals,True
2009,Mumbai Indians,team2,Mumbai Indians,False
2009,Delhi Daredevils,team2,Kolkata Knight Riders,True
2009,Deccan Chargers,team2,Rajasthan Royals,True
2009,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2009,Mumbai Indians,team2,Mumbai Indians,False
2009,Delhi Daredevils,team2,Delhi Daredevils,False
2009,Royal Challengers Bangalore,team2,Chennai Super Kings,True
2009,Rajasthan Royals,team2,Rajasthan Royals,False
2009,Kings XI Punjab,team2,Kings XI Punjab,False
2009,Chennai Super Kings,team2,Mumbai Indians,True
2009,Deccan Chargers,team2,Kolkata Knight Riders,True
2009,Kings XI Punjab,team2,Kings XI Punjab,False
2009,Delhi Daredevils,team2,Rajasthan Royals,True
2009,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2009,Royal Challengers Bangalore,team2,Delhi Daredevils,True
2009,Kolkata Knight Riders,team2,Rajasthan Royals,True
2009,Chennai Super Kings,team2,Kings XI Punjab,True
2009,Delhi Daredevils,team2,Mumbai Indians,True
2009,Royal Challengers Bangalore,team2,Deccan Chargers,True
2009,Deccan Chargers,team2,Deccan Chargers,False
2009,Royal Challengers Bangalore,team2,Chennai Super Kings,True
2009,Deccan Chargers,team2,Deccan Chargers,False
2009/10,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2009/10,Mumbai Indians,team2,Rajasthan Royals,True
2009/10,Delhi Daredevils,team2,Delhi Daredevils,False
2009/10,Kolkata Knight Riders,team2,Royal Challengers Bangalore,True
2009/10,Deccan Chargers,team2,Deccan Chargers,False
2009/10,Delhi Daredevils,team2,Delhi Daredevils,False
2009/10,Royal Challengers Bangalore,team2,Kings XI Punjab,True
2009/10,Chennai Super Kings,team2,Chennai Super Kings,False
2009/10,Mumbai Indians,team2,Mumbai Indians,False
2009/10,Royal Challengers Bangalore,team2,Rajasthan Royals,True
2009/10,Chennai Super Kings,team2,Chennai Super Kings,False
2009/10,Deccan Chargers,team2,Kings XI Punjab,True
2009/10,Rajasthan Royals,team2,Kolkata Knight Riders,True
2009/10,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2009/10,Deccan Chargers,team2,Delhi Daredevils,True
2009/10,Kings XI Punjab,team2,Kings XI Punjab,False
2009/10,Mumbai Indians,team2,Kolkata Knight Riders,True
2009/10,Royal Challengers Bangalore,team2,Chennai Super Kings,True
2009/10,Rajasthan Royals,team2,Rajasthan Royals,False
2009/10,Mumbai Indians,team2,Mumbai Indians,False
2009/10,Delhi Daredevils,team2,Delhi Daredevils,False
2009/10,Rajasthan Royals,team2,Deccan Chargers,True
2009/10,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2009/10,Rajasthan Royals,team2,Chennai Super Kings,True
2009/10,Mumbai Indians,team2,Mumbai Indians,False
2009/10,Delhi Daredevils,team2,Kolkata Knight Riders,True
2009/10,Mumbai Indians,team2,Kings XI Punjab,True
2009/10,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2009/10,Delhi Daredevils,team2,Rajasthan Royals,True
2009/10,Kolkata Knight Riders,team2,Deccan Chargers,True
2009/10,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2009/10,Chennai Super Kings,team2,Rajasthan Royals,True
2009/10,Mumbai Indians,team2,Deccan Chargers,True
2009/10,Kings XI Punjab,team2,Kings XI Punjab,False
2009/10,Delhi Daredevils,team2,Royal Challengers Bangalore,True
2009/10,Rajasthan Royals,team2,Rajasthan Royals,False
2009/10,Chennai Super Kings,team2,Mumbai Indians,True
2009/10,Rajasthan Royals,team2,Kings XI Punjab,True
2009/10,Kolkata Knight Riders,team2,Delhi Daredevils,True
2009/10,Deccan Chargers,team2,Deccan Chargers,False
2009/10,Kings XI Punjab,team2,Mumbai Indians,True
2009/10,Deccan Chargers,team2,Chennai Super Kings,True
2009/10,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2009/10,Kings XI Punjab,team2,Kings XI Punjab,False
2009/10,Mumbai Indians,team2,Mumbai Indians,False
2009/10,Deccan Chargers,team2,Royal Challengers Bangalore,True
2009/10,Mumbai Indians,team2,Delhi Daredevils,True
2009/10,Chennai Super Kings,team2,Kolkata Knight Riders,True
2009/10,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2009/10,Delhi Daredevils,team2,Delhi Daredevils,False
2009/10,Deccan Chargers,team2,Deccan Chargers,False
2009/10,Mumbai Indians,team2,Mumbai Indians,False
2009/10,Kolkata Knight Riders,team2,Rajasthan Royals,True
2009/10,Chennai Super Kings,team2,Chennai Super Kings,False
2009/10,Deccan Chargers,team2,Deccan Chargers,False
2009/10,Kolkata Knight Riders,team2,Mumbai Indians,True
2009/10,Mumbai Indians,team2,Mumbai Indians,False
2009/10,Chennai Super Kings,team2,Deccan Chargers,True
2009/10,Royal Challengers Bangalore,team2,Deccan Chargers,True
2009/10,Chennai Super Kings,team2,Mumbai Indians,True
2011,Chennai Super Kings,team2,Kolkata Knight Riders,True
2011,Rajasthan Royals,team2,Rajasthan Royals,False
2011,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2011,Mumbai Indians,team2,Mumbai Indians,False
2011,Pune Warriors,team2,Kings XI Punjab,True
2011,Kolkata Knight Riders,team2,Deccan Chargers,True
2011,Rajasthan Royals,team2,Delhi Daredevils,True
2011,Mumbai Indians,team2,Mumbai Indians,False
2011,Kings XI Punjab,team2,Chennai Super Kings,True
2011,Pune Warriors,team2,Kochi Tuskers Kerala,True
2011,Deccan Chargers,team2,Royal Challengers Bangalore,True
2011,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2011,Kochi Tuskers Kerala,team2,Kochi Tuskers Kerala,False
2011,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2011,Kings XI Punjab,team2,Kings XI Punjab,False
2011,Delhi Daredevils,team2,Delhi Daredevils,False
2011,Kolkata Knight Riders,team2,Rajasthan Royals,True
2011,Kochi Tuskers Kerala,team2,Chennai Super Kings,True
2011,Deccan Chargers,team2,Deccan Chargers,False
2011,Mumbai Indians,team2,Pune Warriors,True
2011,Kochi Tuskers Kerala,team2,Kochi Tuskers Kerala,False
2011,Kings XI Punjab,team2,Rajasthan Royals,True
2011,Mumbai Indians,team2,Chennai Super Kings,True
2011,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2011,Delhi Daredevils,team2,Kings XI Punjab,True
2011,Mumbai Indians,team2,Mumbai Indians,False
2011,Rajasthan Royals,team2,Kochi Tuskers Kerala,True
2011,Chennai Super Kings,team2,Pune Warriors,True
2011,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2011,Chennai Super Kings,team2,Chennai Super Kings,False
2011,Deccan Chargers,team2,Deccan Chargers,False
2011,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2011,Rajasthan Royals,team2,Mumbai Indians,True
2011,Royal Challengers Bangalore,team2,Pune Warriors,True
2011,Delhi Daredevils,team2,Delhi Daredevils,False
2011,Kolkata Knight Riders,team2,Kings XI Punjab,True
2011,Rajasthan Royals,team2,Pune Warriors,True
2011,Chennai Super Kings,team2,Deccan Chargers,True
2011,Mumbai Indians,team2,Kings XI Punjab,True
2011,Kochi Tuskers Kerala,team2,Kochi Tuskers Kerala,False
2011,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2011,Chennai Super Kings,team2,Rajasthan Royals,True
2011,Mumbai Indians,team2,Mumbai Indians,False
2011,Kochi Tuskers Kerala,team2,Kolkata Knight Riders,True
2011,Delhi Daredevils,team2,Delhi Daredevils,False
2011,Royal Challengers Bangalore,team2,Kings XI Punjab,True
2011,Kolkata Knight Riders,team2,Chennai Super Kings,True
2011,Mumbai Indians,team2,Delhi Daredevils,True
2011,Royal Challengers Bangalore,team2,Kochi Tuskers Kerala,True
2011,Pune Warriors,team2,Pune Warriors,False
2011,Chennai Super Kings,team2,Chennai Super Kings,False
2011,Pune Warriors,team2,Pune Warriors,False
2011,Kings XI Punjab,team2,Mumbai Indians,True
2011,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2011,Chennai Super Kings,team2,Delhi Daredevils,True
2011,Kings XI Punjab,team2,Kings XI Punjab,False
2011,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2011,Deccan Chargers,team2,Deccan Chargers,False
2011,Kings XI Punjab,team2,Delhi Daredevils,True
2011,Kochi Tuskers Kerala,team2,Rajasthan Royals,True
2011,Deccan Chargers,team2,Deccan Chargers,False
2011,Kings XI Punjab,team2,Royal Challengers Bangalore,True
2011,Chennai Super Kings,team2,Kochi Tuskers Kerala,True
2011,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2011,Rajasthan Royals,team2,Rajasthan Royals,False
2011,Deccan Chargers,team2,Deccan Chargers,False
2011,Royal Challengers Bangalore,team2,Chennai Super Kings,True
2011,Mumbai Indians,team2,Mumbai Indians,False
2011,Chennai Super Kings,team2,Chennai Super Kings,False
2011,Mumbai Indians,team2,Kolkata Knight Riders,True
2011,Royal Challengers Bangalore,team2,Mumbai Indians,True
2011,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2012,Mumbai Indians,team2,Mumbai Indians,False
2012,Delhi Daredevils,team2,Delhi Daredevils,False
2012,Pune Warriors,team2,Pune Warriors,False
2012,Rajasthan Royals,team2,Kings XI Punjab,True
2012,Royal Challengers Bangalore,team2,Delhi Daredevils,True
2012,Chennai Super Kings,team2,Chennai Super Kings,False
2012,Rajasthan Royals,team2,Kolkata Knight Riders,True
2012,Pune Warriors,team2,Kings XI Punjab,True
2012,Mumbai Indians,team2,Mumbai Indians,False
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Delhi Daredevils,team2,Chennai Super Kings,True
2012,Mumbai Indians,team2,Rajasthan Royals,True
2012,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2012,Kings XI Punjab,team2,Pune Warriors,True
2012,Kolkata Knight Riders,team2,Rajasthan Royals,True
2012,Pune Warriors,team2,Chennai Super Kings,True
2012,Kings XI Punjab,team2,Kings XI Punjab,False
2012,Rajasthan Royals,team2,Rajasthan Royals,False
2012,Delhi Daredevils,team2,Delhi Daredevils,False
2012,Rajasthan Royals,team2,Deccan Chargers,True
2012,Royal Challengers Bangalore,team2,Pune Warriors,True
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Delhi Daredevils,team2,Deccan Chargers,True
2012,Chennai Super Kings,team2,Pune Warriors,True
2012,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2012,Chennai Super Kings,team2,Rajasthan Royals,True
2012,Pune Warriors,team2,Pune Warriors,False
2012,Kings XI Punjab,team2,Kings XI Punjab,False
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2012,Delhi Daredevils,team2,Delhi Daredevils,False
2012,Mumbai Indians,team2,Mumbai Indians,False
2012,Deccan Chargers,team2,Deccan Chargers,False
2012,Delhi Daredevils,team2,Mumbai Indians,True
2012,Kings XI Punjab,team2,Kings XI Punjab,False
2012,Kolkata Knight Riders,team2,Royal Challengers Bangalore,True
2012,Delhi Daredevils,team2,Rajasthan Royals,True
2012,Mumbai Indians,team2,Deccan Chargers,True
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Deccan Chargers,team2,Pune Warriors,True
2012,Delhi Daredevils,team2,Delhi Daredevils,False
2012,Kings XI Punjab,team2,Kings XI Punjab,False
2012,Mumbai Indians,team2,Mumbai Indians,False
2012,Chennai Super Kings,team2,Deccan Chargers,True
2012,Kolkata Knight Riders,team2,Pune Warriors,True
2012,Rajasthan Royals,team2,Rajasthan Royals,False
2012,Mumbai Indians,team2,Chennai Super Kings,True
2012,Royal Challengers Bangalore,team2,Deccan Chargers,True
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Rajasthan Royals,team2,Rajasthan Royals,False
2012,Kings XI Punjab,team2,Kings XI Punjab,False
2012,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2012,Delhi Daredevils,team2,Delhi Daredevils,False
2012,Chennai Super Kings,team2,Chennai Super Kings,False
2012,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2012,Mumbai Indians,team2,Mumbai Indians,False
2012,Chennai Super Kings,team2,Delhi Daredevils,True
2012,Rajasthan Royals,team2,Pune Warriors,True
2012,Kings XI Punjab,team2,Deccan Chargers,True
2012,Mumbai Indians,team2,Mumbai Indians,False
2012,Chennai Super Kings,team2,Chennai Super Kings,False
2012,Delhi Daredevils,team2,Kings XI Punjab,True
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Kings XI Punjab,team2,Chennai Super Kings,True
2012,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2012,Deccan Chargers,team2,Rajasthan Royals,True
2012,Delhi Daredevils,team2,Delhi Daredevils,False
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Deccan Chargers,team2,Royal Challengers Bangalore,True
2012,Mumbai Indians,team2,Mumbai Indians,False
2012,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2012,Chennai Super Kings,team2,Mumbai Indians,True
2012,Chennai Super Kings,team2,Chennai Super Kings,False
2012,Kolkata Knight Riders,team2,Chennai Super Kings,True
2013,Kolkata Knight Riders,team2,Delhi Daredevils,True
2013,Royal Challengers Bangalore,team2,Mumbai Indians,True
2013,Sunrisers Hyderabad,team2,Pune Warriors,True
2013,Rajasthan Royals,team2,Rajasthan Royals,False
2013,Mumbai Indians,team2,Mumbai Indians,False
2013,Kings XI Punjab,team2,Kings XI Punjab,False
2013,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,True
2013,Rajasthan Royals,team2,Kolkata Knight Riders,True
2013,Mumbai Indians,team2,Delhi Daredevils,True
2013,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,True
2013,Chennai Super Kings,team2,Chennai Super Kings,False
2013,Royal Challengers Bangalore,team2,Kolkata Knight Riders,True
2013,Pune Warriors,team2,Rajasthan Royals,True
2013,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2013,Mumbai Indians,team2,Pune Warriors,True
2013,Chennai Super Kings,team2,Royal Challengers Bangalore,True
2013,Kolkata Knight Riders,team2,Sunrisers Hyderabad,True
2013,Rajasthan Royals,team2,Kings XI Punjab,True
2013,Pune Warriors,team2,Pune Warriors,False
2013,Kings XI Punjab,team2,Kolkata Knight Riders,True
2013,Royal Challengers Bangalore,team2,Delhi Daredevils,True
2013,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2013,Rajasthan Royals,team2,Mumbai Indians,True
2013,Chennai Super Kings,team2,Chennai Super Kings,False
2013,Sunrisers Hyderabad,team2,Kings XI Punjab,True
2013,Chennai Super Kings,team2,Chennai Super Kings,False
2013,Royal Challengers Bangalore,team2,Rajasthan Royals,True
2013,Delhi Daredevils,team2,Mumbai Indians,True
2013,Kings XI Punjab,team2,Pune Warriors,True
2013,Chennai Super Kings,team2,Rajasthan Royals,True
2013,Royal Challengers Bangalore,team2,Pune Warriors,True
2013,Kings XI Punjab,team2,Kings XI Punjab,False
2013,Mumbai Indians,team2,Mumbai Indians,False
2013,Chennai Super Kings,team2,Sunrisers Hyderabad,True
2013,Kolkata Knight Riders,team2,Kings XI Punjab,True
2013,Rajasthan Royals,team2,Sunrisers Hyderabad,True
2013,Mumbai Indians,team2,Royal Challengers Bangalore,True
2013,Chennai Super Kings,team2,Kolkata Knight Riders,True
2013,Delhi Daredevils,team2,Pune Warriors,True
2013,Rajasthan Royals,team2,Royal Challengers Bangalore,True
2013,Mumbai Indians,team2,Kings XI Punjab,True
2013,Chennai Super Kings,team2,Chennai Super Kings,False
2013,Sunrisers Hyderabad,team2,Mumbai Indians,True
2013,Delhi Daredevils,team2,Kolkata Knight Riders,True
2013,Chennai Super Kings,team2,Kings XI Punjab,True
2013,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2013,Kolkata Knight Riders,team2,Rajasthan Royals,True
2013,Sunrisers Hyderabad,team2,Delhi Daredevils,True
2013,Mumbai Indians,team2,Chennai Super Kings,True
2013,Rajasthan Royals,team2,Pune Warriors,True
2013,Kings XI Punjab,team2,Royal Challengers Bangalore,True
2013,Rajasthan Royals,team2,Delhi Daredevils,True
2013,Mumbai Indians,team2,Kolkata Knight Riders,True
2013,Chennai Super Kings,team2,Chennai Super Kings,False
2013,Rajasthan Royals,team2,Rajasthan Royals,False
2013,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2013,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2013,Mumbai Indians,team2,Mumbai Indians,False
2013,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2013,Kolkata Knight Riders,team2,Royal Challengers Bangalore,True
2013,Rajasthan Royals,team2,Chennai Super Kings,True
2013,Mumbai Indians,team2,Sunrisers Hyderabad,True
2013,Kings XI Punjab,team2,Kings XI Punjab,False
2013,Chennai Super Kings,team2,Delhi Daredevils,True
2013,Pune Warriors,team2,Pune Warriors,False
2013,Mumbai Indians,team2,Rajasthan Royals,True
2013,Kings XI Punjab,team2,Delhi Daredevils,True
2013,Sunrisers Hyderabad,team2,Rajasthan Royals,True
2013,Kings XI Punjab,team2,Mumbai Indians,True
2013,Royal Challengers Bangalore,team2,Chennai Super Kings,True
2013,Pune Warriors,team2,Delhi Daredevils,True
2013,Sunrisers Hyderabad,team2,Kolkata Knight Riders,True
2013,Chennai Super Kings,team2,Mumbai Indians,True
2013,Rajasthan Royals,team2,Sunrisers Hyderabad,True
2013,Mumbai Indians,team2,Rajasthan Royals,True
2013,Mumbai Indians,team2,Mumbai Indians,False
2014,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2014,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,False
2014,Kings XI Punjab,team2,Kings XI Punjab,False
2014,Rajasthan Royals,team2,Rajasthan Royals,False
2014,Royal Challengers Bangalore,team2,Mumbai Indians,True
2014,Delhi Daredevils,team2,Delhi Daredevils,False
2014,Kings XI Punjab,team2,Kings XI Punjab,False
2014,Chennai Super Kings,team2,Delhi Daredevils,True
2014,Kings XI Punjab,team2,Sunrisers Hyderabad,True
2014,Chennai Super Kings,team2,Chennai Super Kings,False
2014,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
2014,Sunrisers Hyderabad,team2,Delhi Daredevils,True
2014,Chennai Super Kings,team2,Mumbai Indians,True
2014,Rajasthan Royals,team2,Royal Challengers Bangalore,True
2014,Kings XI Punjab,team2,Kings XI Punjab,False
2014,Delhi Daredevils,team2,Mumbai Indians,True
2014,Chennai Super Kings,team2,Chennai Super Kings,False
2014,Kings XI Punjab,team2,Royal Challengers Bangalore,True
2014,Rajasthan Royals,team2,Rajasthan Royals,False
2014,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,False
2014,Chennai Super Kings,team2,Kolkata Knight Riders,True
2014,Mumbai Indians,team2,Kings XI Punjab,True
2014,Rajasthan Royals,team2,Rajasthan Royals,False
2014,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,True
2014,Rajasthan Royals,team2,Kolkata Knight Riders,True
2014,Chennai Super Kings,team2,Chennai Super Kings,False
2014,Mumbai Indians,team2,Royal Challengers Bangalore,True
2014,Kolkata Knight Riders,team2,Kolkata Knight Riders,False
